Qualification,Experience,Rating,Profile,Fees,Number_degrees_diploma_certificate,Qual_unknown,Qual_BDS,Qual_BHMS,Qual_BAMS,Qual_MBBS,Qual_MS,Qual_MD,Qual_MDS,Qual_DIPLOMA,Qual_PHD,Qual_others,Area,City,Number_Feedback,Approx_Fees,Misc_Info,Area_Codes,City_Bangalore,City_Chennai,City_Coimbatore,City_Delhi,City_Ernakulam,City_Hyderabad,City_Mumbai,City_Sector 5,City_Thiruvananthapuram,City_Unknown,Profile_Ayurveda,Profile_Dentist,Profile_Dermatologists,Profile_ENT Specialist,Profile_General Medicine,Profile_Homeopath
"BDS, MDS - Periodontics",22,98,Dentist,200,2,0,1,0,0,0,1,1,1,0,0,0,Mayur Vihar Ph-I,Delhi,16,0,1,497,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, DNB - General Medicine",13,100,General Medicine,300,2,0,0,0,0,1,0,1,0,1,0,0,Hulimavu,Bangalore,45,0,1,265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BAMS,8,94,Ayurveda,500,1,0,0,0,1,0,1,0,0,0,0,0,Punjagutta,Hyderabad,38,0,1,667,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
BAMS,2,0,Ayurveda,100,1,0,0,0,1,0,1,0,0,0,0,0,IDA Jeedimetla,Hyderabad,0,0,0,268,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
BAMS,3,0,Ayurveda,300,1,0,0,0,1,0,1,0,0,0,0,0,Wilson Garden,Bangalore,0,0,0,927,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BHMS,12,100,Homeopath,200,1,0,0,1,0,0,1,0,0,0,0,0,Saket,Delhi,25,0,1,734,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
MBBS,39,0,General Medicine,350,1,0,0,0,0,1,0,0,0,0,0,0,Nanganallur,Chennai,0,0,0,552,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BHMS,2,0,Homeopath,200,1,0,0,1,0,0,1,0,0,0,0,0,Madhu Vihar,Delhi,0,0,0,456,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"MBBS, DDV",24,93,Dermatologists,250,2,0,0,0,0,1,0,0,0,1,0,0,Basavanagudi,Bangalore,6,0,1,76,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MS - ENT, DNB - ENT",16,0,ENT Specialist,100,3,0,0,0,0,1,1,0,0,1,0,0,Okhla,Delhi,0,0,1,585,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"BDS, MBA - Hospital Management, Certified Advance Course In Endodontics",6,98,Dentist,500,3,0,1,0,0,0,0,0,0,0,0,0,Defence Colony,Delhi,0,0,1,160,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MS - ENT, DNB - ENT",18,0,ENT Specialist,300,3,0,0,0,0,1,1,0,0,1,0,0,T Nagar,Chennai,0,0,0,814,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"BDS, MDS - Periodontology and Oral Implantology",18,0,Dentist,100,2,0,1,0,0,0,1,1,1,0,0,0,Angamaly,Ernakulam,0,0,0,30,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
BAMS,7,0,Ayurveda,100,1,0,0,0,1,0,1,0,0,0,0,0,Sahakaranagar,Bangalore,0,0,0,729,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"BDS, MDS, Post Graduate Certificate in Endodontics (PGCE)",9,100,Dentist,100,3,0,1,0,0,0,1,1,1,0,0,0,HSR Layout,Bangalore,0,0,1,244,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MD - General Medicine",17,0,General Medicine,200,2,0,0,0,0,1,0,1,0,0,0,0,Ameerpet,Hyderabad,0,0,0,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"MD - Dermatology , Venereology & Leprosy, MBBS",18,70,Dermatologists,600,3,0,0,0,0,1,0,1,0,0,0,0,Panampilly Nagar,Ernakulam,1,0,1,610,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MD - Dermatology",13,86,Dermatologists,800,2,0,0,0,0,1,0,1,0,0,0,0,Shalimar Bagh,Delhi,0,0,1,769,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MD - Dermatology , Venereology & Leprosy",9,96,Dermatologists,500,3,0,0,0,0,1,0,1,0,0,0,0,Sarita Vihar,Delhi,60,0,1,748,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, Diploma in Dermatology",18,94,Dermatologists,250,2,0,0,0,0,1,0,0,0,1,0,0,Tambaram,Chennai,86,0,1,822,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MD - Dermatology,16,97,Dermatologists,400,1,0,0,0,0,0,0,1,0,0,0,0,Dwarka,Delhi,99,0,1,176,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Doctorate of Medicine in Electro Homoeopathy(MDEH), BEMS",18,0,Homeopath,500,2,0,0,0,0,0,1,1,0,0,0,0,Laxmi Nagar,Delhi,0,0,0,440,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"MD - Dermatology, MBBS",3,0,Dermatologists,300,2,0,0,0,0,1,0,1,0,0,0,0,West Mambalam,Chennai,0,0,0,923,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BAMS,10,0,Ayurveda,300,1,0,0,0,1,0,1,0,0,0,0,0,Yelahanka,Bangalore,0,0,0,931,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BHMS,12,100,Homeopath,100,1,0,0,1,0,0,1,0,0,0,0,0,Opera House,Mumbai,2,0,1,591,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"BDS, MDS",16,100,Dentist,250,2,0,1,0,0,0,1,1,1,0,0,0,Pitampura,Delhi,0,0,1,650,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
BAMS,22,94,Ayurveda,500,1,0,0,0,1,0,1,0,0,0,0,0,Punjagutta,Hyderabad,119,0,1,667,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"MD - General Medicine, MBBS",34,0,General Medicine,800,2,0,0,0,0,1,0,1,0,0,0,0,Vileparle West,Mumbai,0,800,1,909,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"MD - Dermatology , Venereology & Leprosy, MBBS",4,0,Dermatologists,500,3,0,0,0,0,1,0,1,0,0,0,0,Mahadevapura,Bangalore,0,0,1,461,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MRCS (UK), MBBS",2,0,General Medicine,150,2,0,0,0,0,1,0,0,0,0,0,0,Mettupalayam,Coimbatore,0,0,0,506,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"BAMS, MD - Ayurveda Medicine",41,0,Ayurveda,100,2,0,0,0,1,0,1,1,0,0,0,0,Vanasthalipuram,Hyderabad,0,0,0,875,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"MBBS, D.D, DDVL",17,71,Dermatologists,300,3,0,0,0,0,1,0,0,0,1,0,0,AS Rao Nagar,Hyderabad,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"MDS - Conservative Dentistry & Endodontics, BDS, Certificate in Dental Implants",22,0,Dentist,800,3,0,1,0,0,0,1,1,1,0,0,0,Saket,Delhi,0,0,1,734,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MD - Dermatology , Venereology & Leprosy",3,0,Dermatologists,100,3,0,0,0,0,1,0,1,0,0,0,0,Malakpet,Hyderabad,0,0,1,472,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"BDS, MDS",18,0,Dentist,100,2,0,1,0,0,0,1,1,1,0,0,0,R.S. Puram,Coimbatore,0,0,0,673,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, DNB - General Medicine, Fellowship of College of General Practice (FCGP), FCCS, Post Graduate Diploma in Diabetology (PGDD)",15,71,General Medicine,150,5,0,0,0,0,1,0,1,0,1,0,0,Moti Nagar,Hyderabad,0,0,0,523,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
MDS - Oral & Maxillofacial Surgery,32,0,Dentist,500,1,0,0,0,0,0,1,1,1,0,0,0,Vileparle West,Mumbai,0,0,1,909,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"MBBS, MD - Dermatology, DDV",25,0,Dermatologists,800,3,0,0,0,0,1,0,1,0,1,0,0,Dadar West,Mumbai,0,0,0,154,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"MBBS, MD - Skin,VD & Leprosy",30,0,Dermatologists,500,3,0,0,0,0,1,0,1,0,0,0,0,Dwarka,Delhi,2,500,1,176,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, Diploma in Child Health (DCH)",41,0,General Medicine,200,2,0,0,0,0,1,0,0,0,1,0,0,Habsiguda,Hyderabad,0,0,0,245,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"MBBS, MS - ENT",7,0,ENT Specialist,500,2,0,0,0,0,1,1,0,0,0,0,0,Sion,Mumbai,0,0,0,786,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"MBBS, Diploma in Dermatology",14,96,Dermatologists,400,2,0,0,0,0,1,0,0,0,1,0,0,Vanasthalipuram,Hyderabad,33,0,1,875,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"BAMS, DSM ( Siddha Medicine), Diploma in Emergency Medicine",24,96,Ayurveda,200,3,0,0,0,1,0,1,1,0,1,0,0,Koramangala 6 Block,Bangalore,0,0,1,403,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DDVL,4,99,Dermatologists,100,1,0,0,0,0,0,0,0,0,1,0,0,Bandra West,Mumbai,34,0,1,71,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"BHMS, CGO",5,0,Homeopath,150,2,0,0,1,0,0,1,0,0,0,0,0,Malkajgiri,Hyderabad,0,0,1,473,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"BDS, MDS - Periodontics",17,98,Dentist,300,2,0,1,0,0,0,1,1,1,0,0,0,Kondapur,Hyderabad,0,0,1,394,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"MRCP (UK), Diploma in Dermatology, MBBS",9,0,Dermatologists,650,3,0,0,0,0,1,0,0,0,1,0,0,Madhapur,Hyderabad,0,0,0,454,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"DNB - ENT, Diploma in Otorhinolaryngology (DLO), MBBS",23,88,ENT Specialist,600,3,0,0,0,0,1,0,0,0,1,0,0,Whitefield,Bangalore,0,0,1,926,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MBBS, DDV",43,0,General Medicine,300,2,0,0,0,0,1,0,0,0,1,0,0,Bandra West,Mumbai,0,0,0,71,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
MS - Otorhinolaryngology,6,0,ENT Specialist,400,1,0,0,0,0,0,1,0,0,0,0,0,Madhapur,Hyderabad,0,0,0,454,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
MBBS,34,0,General Medicine,500,1,0,0,0,0,1,0,0,0,0,0,0,Malviya Nagar,Delhi,0,0,0,478,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
BHMS,8,0,Homeopath,150,1,0,0,1,0,0,1,0,0,0,0,0,Jeedimetla,Hyderabad,0,0,0,305,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"BDS, MDS",10,98,Dentist,300,2,0,1,0,0,0,1,1,1,0,0,0,T Nagar,Chennai,8,0,1,814,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, DNB - Otorhinolaryngology, DLO",14,95,ENT Specialist,400,3,0,0,0,0,1,0,0,0,1,0,0,Dilshad Garden,Delhi,19,0,1,168,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"MD - Internal Medicine, MBBS",18,0,General Medicine,400,2,0,0,0,0,1,0,1,0,0,0,0,Nallagandla,Hyderabad,0,0,0,546,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
BDS,4,0,Dentist,300,1,0,1,0,0,0,0,0,0,0,0,0,Vyttila,Ernakulam,0,0,0,918,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
BHMS,3,0,Homeopath,200,1,0,0,1,0,0,1,0,0,0,0,0,Katwaria Sarai,Delhi,0,0,0,362,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"BHMS, MD - Homeopathy",17,0,Homeopath,300,2,0,0,1,0,0,1,1,0,0,0,0,Malleswaram,Bangalore,0,0,0,476,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"BAMS, D.Ac, Post Graduate Diploma In Yoga",36,0,Ayurveda,100,3,0,0,0,1,0,1,0,0,1,0,0,Paschim Vihar,Delhi,0,0,0,624,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"MBBS, MD - Dermatology",14,92,Dermatologists,100,2,0,0,0,0,1,0,1,0,0,0,0,Pusa Road,Delhi,0,0,1,669,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
DDV,4,98,Dermatologists,500,1,0,0,0,0,0,0,0,0,1,0,0,Jayanagar 5 Block,Bangalore,0,0,0,302,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BHMS,26,0,Homeopath,300,1,0,0,1,0,0,1,0,0,0,0,0,Rohini,Delhi,0,0,0,705,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"MBBS, Diploma in Otorhinolaryngology (DLO), DNB",25,0,ENT Specialist,400,3,0,0,0,0,1,0,0,0,1,0,0,Rohini,Delhi,0,0,0,705,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
MBBS,17,83,Dermatologists,100,1,0,0,0,0,1,0,0,0,0,0,0,Pitampura,Delhi,11,0,1,650,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"MD - General Medicine, BAMS, Diploma In Naturopathy (ND)",6,0,Ayurveda,100,3,0,0,0,1,0,1,1,0,1,0,0,Najafgarh,Delhi,0,0,0,545,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"BDS, MDS - Orthodontics",24,99,Dentist,800,2,0,1,0,0,0,1,1,1,0,0,0,Defence Colony,Delhi,39,0,1,160,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MD - Internal Medicine",25,62,General Medicine,500,2,0,0,0,0,1,0,1,0,0,0,0,Kundalahalli,Bangalore,0,0,1,424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MBBS, MD - Dermatology , Venereology & Leprosy, Fellowship in Cosmetology",10,0,Dermatologists,200,4,0,0,0,0,1,0,1,0,0,0,0,Saravanampatti,Coimbatore,0,0,0,747,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
MBBS,13,92,General Medicine,400,1,0,0,0,0,1,0,0,0,0,0,0,Whitefield,Bangalore,9,0,1,926,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MBBS, MS - ENT",19,0,ENT Specialist,300,2,0,0,0,0,1,1,0,0,0,0,0,Madinaguda,Hyderabad,0,0,0,457,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"MBBS, MD - General Medicine",15,93,General Medicine,100,2,0,0,0,0,1,0,1,0,0,0,0,East Of Kailash,Delhi,37,0,1,189,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"MBBS, Diploma in Otorhinolaryngology (DLO)",30,90,ENT Specialist,400,2,0,0,0,0,1,0,0,0,1,0,0,BTM Layout 2nd Stage,Bangalore,81,0,1,54,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MBBS, DDV",8,100,Dermatologists,700,2,0,0,0,0,1,0,0,0,1,0,0,Andheri West,Mumbai,9,0,1,29,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"MBBS, MD - Dermatology , Venereology & Leprosy",14,0,Dermatologists,350,3,0,0,0,0,1,0,1,0,0,0,0,Rohini,Delhi,0,0,0,705,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
MBBS,6,0,General Medicine,150,1,0,0,0,0,1,0,0,0,0,0,0,Pallavaram,Chennai,0,0,0,606,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MBBS, MD - Dermatology",36,0,Dermatologists,600,2,0,0,0,0,1,0,1,0,0,0,0,Banjara Hills,Hyderabad,0,0,0,73,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"MD - Social & Preventive Medicine / Community Medicine, BAMS",3,0,Ayurveda,300,2,0,0,0,1,0,1,1,0,0,0,0,HSR Layout,Bangalore,0,0,0,244,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MBBS, MS - ENT",30,0,ENT Specialist,800,2,0,0,0,0,1,1,0,0,0,0,0,Andheri West,Mumbai,0,0,0,29,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"BHMS, MD - Homeopathy, MD - Pediatrics",15,95,Homeopath,750,3,0,0,1,0,0,1,1,0,0,0,0,HSR Layout,Bangalore,28,0,1,244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"BDS, MDS - Prosthodontist And Crown Bridge",10,97,Dentist,100,2,0,1,0,0,0,1,1,1,0,0,0,Ramesh Nagar,Delhi,0,0,1,694,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"BAMS, MD - Ayurveda Medicine",15,93,Ayurveda,150,2,0,0,0,1,0,1,1,0,0,0,0,Banashankari 3rd Stage,Bangalore,1,0,1,67,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MDS - Oral Medicine and Radiology, BDS",10,100,Dentist,200,2,0,1,0,0,0,1,1,1,0,0,0,Velachery,Chennai,0,0,1,885,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"BDS, MDS - Conservative Dentistry & Endodontics",18,0,Dentist,300,2,0,1,0,0,0,1,1,1,0,0,0,Royapettah,Chennai,0,0,1,719,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BAMS,17,0,Ayurveda,100,1,0,0,0,1,0,1,0,0,0,0,0,Kandivali West,Mumbai,0,0,0,345,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"BHMS, MD - Homeopathy",12,100,Homeopath,200,2,0,0,1,0,0,1,1,0,0,0,0,Rajakilpakkam,Chennai,0,0,1,682,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MBBS, MD - Dermatology , Venereology & Leprosy",9,93,Dermatologists,650,3,0,0,0,0,1,0,1,0,0,0,0,Kalyan Nagar,Bangalore,125,0,1,336,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BAMS,8,0,Ayurveda,500,1,0,0,0,1,0,1,0,0,0,0,0,Rajouri Garden,Delhi,0,0,0,685,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"Diploma in Otorhinolaryngology (DLO), MBBS",4,0,ENT Specialist,250,2,0,0,0,0,1,0,0,0,1,0,0,Hayathnagar,Hyderabad,0,0,0,252,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"BDS, MDS - Orthodontics",8,0,Dentist,300,2,0,1,0,0,0,1,1,1,0,0,0,R.S. Puram,Coimbatore,0,0,0,673,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
BDS,7,99,Dentist,200,1,0,1,0,0,0,0,0,0,0,0,0,Mulund West,Mumbai,0,0,1,531,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"BDS, PGCE(Endodontics)",17,0,Dentist,200,2,0,1,0,0,0,0,0,0,0,0,0,TVM Pettah,Thiruvananthapuram,0,0,0,820,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"BDS, MDS - Oral & Maxillofacial Surgery",19,0,Dentist,500,2,0,1,0,0,0,1,1,1,0,0,0,Rajouri Garden,Delhi,0,0,1,685,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"BDS, MDS - Prosthodontist And Crown Bridge, Fellow of Academy of General Education (FAGE)",24,98,Dentist,250,3,0,1,0,0,0,1,1,1,0,0,0,JP Nagar 7 Phase,Bangalore,0,0,1,283,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"BDS, MDS - Prosthodontics, Post-Graduate Certificate in Oral Implantology (PGCOI), Fellowship and Diplomate in Implantology from ICOI (USA), PGDE (Cosmetic & Esthetic Dentist), Certification in Aesthetic Dentistry",14,99,Dentist,500,6,0,1,0,0,0,1,1,1,1,0,0,Vasant Vihar,Delhi,0,0,1,880,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"BDS, MDS - Orthodontics",8,0,Dentist,200,2,0,1,0,0,0,1,1,1,0,0,0,Royapettah,Chennai,0,200,1,719,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DHMS (Diploma in Homeopathic Medicine and Surgery),42,0,Homeopath,100,1,0,0,0,0,0,1,1,0,1,0,0,Green Park,Delhi,0,0,0,234,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
BHMS,3,100,Homeopath,350,1,0,0,1,0,0,1,0,0,0,0,0,Koramangala,Bangalore,0,0,0,398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - ENT",15,0,ENT Specialist,350,3,0,0,0,0,1,0,0,0,1,0,0,HRBR Layout,Bangalore,0,0,0,243,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MBBS, MS - Otorhinolaryngology",10,0,ENT Specialist,400,2,0,0,0,0,1,1,0,0,0,0,0,HRBR Layout,Bangalore,0,0,0,243,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"BDS, MDS - Pedodontics",12,0,Dentist,200,2,0,1,0,0,0,1,1,1,0,0,0,R.S. Puram,Coimbatore,0,0,0,673,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
BAMS,30,0,Ayurveda,200,1,0,0,0,1,0,1,0,0,0,0,0,Jogeshwari East,Mumbai,0,0,0,309,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"MBBS, MD - Dermatology",11,0,Dermatologists,500,2,0,0,0,0,1,0,1,0,0,0,0,Karol Bagh,Delhi,0,0,0,355,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
BHMS,8,0,Homeopath,500,1,0,0,1,0,0,1,0,0,0,0,0,Dahisar West,Mumbai,0,0,0,157,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
BAMS,0,0,Ayurveda,100,1,0,0,0,1,0,1,0,0,0,0,0,Bhandup West,Mumbai,0,0,0,87,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"MBBS, MS - ENT, Diploma in Otorhinolaryngology (DLO)",25,0,ENT Specialist,500,3,0,0,0,0,1,1,0,0,1,0,0,Paschim Vihar,Delhi,0,0,0,624,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"BAMS, MS - Ayurvedic Ophthalmology",8,0,Ayurveda,300,2,0,0,0,1,0,1,0,0,0,0,0,Ameerpet,Hyderabad,0,0,0,22,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - ENT",13,0,ENT Specialist,250,3,0,0,0,0,1,0,0,0,1,0,0,Kilkattalai,Chennai,0,0,0,379,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MBBS, MD - Obstetrics & Gynaecology",19,0,General Medicine,300,2,0,0,0,0,1,0,1,0,0,0,0,Broadway,Chennai,0,0,0,101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MD - Internal Medicine, MBBS, Post Graduate Diploma in Endocrinology",29,90,General Medicine,650,3,0,0,0,0,1,0,1,0,1,0,0,Old Airport Road,Bangalore,127,0,1,586,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MS - ENT, MBBS",8,0,ENT Specialist,600,2,0,0,0,0,1,1,0,0,0,0,0,Thousand Lights,Chennai,0,0,0,841,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MBBS, Diploma in Otorhinolaryngology (DLO)",6,97,ENT Specialist,200,2,0,0,0,0,1,0,0,0,1,0,0,Kompally,Hyderabad,14,0,1,392,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"MBBS, Diploma in Otorhinolaryngology (DLO), MS - ENT, DNB - ENT",12,98,ENT Specialist,400,4,0,0,0,0,1,1,0,0,1,0,0,Frazer Town,Bangalore,33,0,1,206,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MBBS, MD - Dermatology",16,97,Dermatologists,800,2,0,0,0,0,1,0,1,0,0,0,0,Pusa Road,Delhi,0,0,1,669,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, DDV, MD - Dermatology",36,97,Dermatologists,100,3,0,0,0,0,1,0,1,0,1,0,0,Colaba,Mumbai,16,0,1,146,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"MBBS, MD - Internal Medicine",14,93,General Medicine,300,2,0,0,0,0,1,0,1,0,0,0,0,KPHB,Hyderabad,152,0,1,315,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"MBBS, MS - ENT",13,90,ENT Specialist,100,2,0,0,0,0,1,1,0,0,0,0,0,Malad West,Mumbai,0,0,1,471,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"MBBS, MD - Dermatology",6,0,Dermatologists,250,2,0,0,0,0,1,0,1,0,0,0,0,Aluva,Ernakulam,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"DHMS (Diploma in Homeopathic Medicine and Surgery), MD - Alternate Medicine, Diploma in Trichology - Cosmetology, Diploma in Acupuncture",33,87,Homeopath,400,4,0,0,0,0,0,1,1,0,1,0,0,Powai,Mumbai,29,0,1,660,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"BAMS, Diploma in Hospital Management",10,97,Ayurveda,500,2,0,0,0,1,0,1,0,0,1,0,0,Shalimar Bagh,Delhi,39,0,1,769,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
BAMS,19,0,Ayurveda,300,1,0,0,0,1,0,1,0,0,0,0,0,Janak Puri,Delhi,0,0,0,293,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"MBBS, MS - ENT",20,100,ENT Specialist,500,2,0,0,0,0,1,1,0,0,0,0,0,Vikhroli East,Mumbai,6,0,1,903,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - Otorhinolaryngology",12,93,ENT Specialist,400,3,0,0,0,0,1,0,0,0,1,0,0,Kadugodi,Bangalore,14,0,1,320,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MBBS, MD - Dermatology , Venereology & Leprosy",9,0,Dermatologists,350,3,0,0,0,0,1,0,1,0,0,0,0,Rajajinagar,Bangalore,0,0,0,681,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BDS,8,97,Dentist,200,1,0,1,0,0,0,0,0,0,0,0,0,Paschim Vihar,Delhi,0,0,1,624,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MS - ENT",16,95,ENT Specialist,250,2,0,0,0,0,1,1,0,0,0,0,0,Vidyaranyapura,Bangalore,15,0,1,894,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
